year,circuit,lap,passer,passed,rel_distance,n_crossings,resolved
2026,Hungarian Grand Prix,59,HUL,BOR,0.751,3,True
2026,Hungarian Grand Prix,59,LAW,BOR,0.0257,1,True
2026,Hungarian Grand Prix,60,ALO,COL,0.644,1,True
2026,Hungarian Grand Prix,61,GAS,STR,0.9383,5,False
2026,Hungarian Grand Prix,62,LAW,LIN,0.9922,5,False
2026,Hungarian Grand Prix,63,HUL,LIN,0.7455,5,False
2026,Dutch Grand Prix,5,ALO,OCO,0.7467,7,False
2026,Dutch Grand Prix,5,ANT,NOR,0.0164,1,True
2026,Dutch Grand Prix,5,HUL,COL,0.4244,1,True
2026,Dutch Grand Prix,5,HUL,TSU,0.2093,1,True
2026,Dutch Grand Prix,5,PIA,LEC,0.2241,3,True
2026,Dutch Grand Prix,5,PIA,RUS,0.3627,1,True
2026,Dutch Grand Prix,6,OCO,ALO,0.8093,7,False
2026,Dutch Grand Prix,7,BOR,ALO,0.7861,8,False
2026,Dutch Grand Prix,8,SAI,PER,0.9028,1,True
2026,Dutch Grand Prix,9,SAI,BOT,0.9863,2,True
2026,Dutch Grand Prix,13,LIN,PER,0.0945,1,True
2026,Dutch Grand Prix,15,LIN,BOT,0.0846,1,True
2026,Dutch Grand Prix,16,BOR,COL,0.7389,1,True
2026,Dutch Grand Prix,17,BOR,PER,0.7004,9,False
2026,Dutch Grand Prix,19,BOR,BOT,0.03,1,True
2026,Dutch Grand Prix,22,LIN,SAI,0.0591,1,True
2026,Dutch Grand Prix,23,GAS,SAI,0.3675,3,True
2026,Dutch Grand Prix,24,LAW,ALB,0.0811,1,True
2026,Dutch Grand Prix,24,OCO,PER,0.0624,1,True
2026,Dutch Grand Prix,24,STR,PER,0.7147,1,True
2026,Dutch Grand Prix,25,OCO,BOT,0.7129,1,True
2026,Dutch Grand Prix,25,HUL,SAI,0.3795,3,True
2026,Dutch Grand Prix,26,STR,BOT,0.7481,3,True
2026,Dutch Grand Prix,26,HUL,GAS,0.7755,1,True
2026,Dutch Grand Prix,27,SAI,GAS,0.9304,1,True
2026,Dutch Grand Prix,27,HUL,LIN,0.1215,1,True
2026,Dutch Grand Prix,28,TSU,GAS,0.2365,1,True
2026,Dutch Grand Prix,29,SAI,LIN,0.9678,1,True
2026,Dutch Grand Prix,29,TSU,LIN,0.1393,1,True
2026,Dutch Grand Prix,29,TSU,SAI,0.0579,1,True
2026,Dutch Grand Prix,34,LEC,PIA,0.0929,1,True
2026,Dutch Grand Prix,35,COL,SAI,0.4855,5,False
2026,Dutch Grand Prix,35,GAS,LIN,0.0682,1,True
2026,Dutch Grand Prix,35,HAM,PIA,0.0514,1,True
2026,Dutch Grand Prix,38,ALO,ALB,0.0847,1,True
2026,Dutch Grand Prix,39,SAI,COL,0.9322,1,True
2026,Dutch Grand Prix,40,LIN,COL,0.1717,1,True
2026,Dutch Grand Prix,40,OCO,COL,0.7493,1,True
2026,Dutch Grand Prix,41,LIN,SAI,0.3877,3,True
2026,Dutch Grand Prix,43,OCO,SAI,0.4789,5,False
2026,Dutch Grand Prix,45,BOR,ALB,0.0501,1,True
2026,Dutch Grand Prix,49,COL,PER,0.697,1,True
2026,Dutch Grand Prix,59,ALB,SAI,0.7095,8,False
2026,Dutch Grand Prix,61,COL,SAI,0.0522,2,True
2026,Dutch Grand Prix,65,COL,ALB,0.1137,1,True
2026,Dutch Grand Prix,66,ANT,RUS,0.1285,3,True
